Timestamp	 WS(m/s)	 WDv(deg)	 Ta(C)	 RH(%)	 Prs(hPa)	 Prcp(mm)	 Snow(cm)	 Rsw(W/m2)
2017-06-19	6.7	271.3	-2.7	82.6	973.1	1.0	3.9	3.3
2017-06-20	6.6	47.1	-7.7	81.6	966.9	2.7	9.3	4.0
2017-06-21	9.1	83.0	-12.5	80.1	973.1	5.1	18.2	3.6
2017-06-22	16.7	90.2	-18.2	79.7	980.4	6.0	17.5	2.5
2017-06-23	9.8	112.9	-13.4	70.4	984.8	1.7	6.0	1.9
2017-06-24	4.9	277.5	-6.3	70.0	994.4	0.0	0.0	3.3
2017-06-25	10.4	297.2	-0.6	89.3	990.1	1.2	4.8	2.3
2017-06-26	12.9	268.7	-2.4	77.8	981.6	0.7	2.2	5.2
2017-06-27	9.7	301.8	-0.3	87.7	978.7	0.5	0.8	5.6
2017-06-28	10.9	316.4	-0.5	90.8	963.4	3.0	1.1	2.0
2017-06-29	11.8	273.0	-2.2	80.1	970.9	0.8	1.8	2.0
2017-06-30	8.0	289.5	-0.5	90.1	983.0	0.9	2.8	3.3
2017-07-01	10.7	350.5	1.0	91.2	979.2	7.0	3.2	3.1
2017-07-02	9.3	295.9	-0.6	85.7	975.4	1.0	0.0	4.0
2017-07-03	6.5	356.4	-1.0	88.9	991.7	1.0	4.0	3.2
2017-07-04	11.9	90.3	-11.2	84.3	989.3	22.0	47.0	2.8
2017-07-05	16.3	2.3	1.8	76.8	997.4	0.0	0.0	3.9
2017-07-06	10.2	348.1	0.2	90.5	985.6	1.2	0.0	2.8
2017-07-07	11.4	335.9	0.2	92.5	984.3	0.9	0.0	4.0
2017-07-08	11.7	337.9	0.9	88.6	978.4	1.1	1.9	1.9
2017-07-09	11.6	338.3	-0.3	80.2	979.2	0.0	0.0	4.0
2017-07-10	12.8	300.3	-1.7	79.6	971.0	1.1	2.9	4.0
2017-07-11	11.5	304.1	-2.7	72.5	979.8	0.6	1.3	5.4
2017-07-12	9.3	0.5	-0.0	88.4	985.3	1.9	6.2	0.9
2017-07-13	6.2	42.7	1.0	85.3	990.1	0.4	0.8	3.5
2017-07-14	7.8	124.5	-2.9	88.6	975.4	2.5	7.9	2.0
2017-07-15	8.8	250.3	-1.8	79.4	976.6	1.0	2.5	7.9
2017-07-16	7.8	244.1	-2.5	76.6	982.1	0.5	1.2	6.0
2017-07-17	5.8	266.3	-2.9	76.1	983.6	0.9	3.9	4.6
2017-07-18	7.7	253.9	-3.1	80.8	974.8	1.3	5.5	12.8
2017-07-19	9.4	277.3	-6.3	75.8	986.8	0.0	0.0	5.1
2017-07-20	6.8	70.4	-8.2	68.0	1006.7	0.0	0.0	14.6
2017-07-21	3.5	74.5	-12.9	68.1	1017.3	0.0	0.0	14.7
2017-07-22	2.0	84.1	-10.8	76.6	1010.9	0.9	2.8	9.3
2017-07-23	4.4	92.1	-3.5	81.8	995.1	0.6	2.0	6.3
2017-07-24	9.1	102.7	-4.8	87.5	987.2	1.4	5.7	8.9
2017-07-25	4.1	67.9	-4.1	83.1	992.3	0.0	0.0	13.1
2017-07-26	16.1	10.7	1.5	86.7	978.0	4.7	8.9	9.2
2017-07-27	11.2	87.8	-14.1	82.4	971.6	7.5	20.0	9.7
2017-07-28	7.5	36.1	-14.7	74.8	987.2	1.7	4.5	12.2
2017-07-29	12.3	291.4	-3.1	75.9	982.8	0.5	1.7	7.9
2017-07-30	10.8	305.9	-1.6	86.0	968.3	2.9	8.6	8.0
2017-07-31	11.2	236.1	-6.1	80.1	981.2	3.6	12.8	9.5
2017-08-01	13.6	328.5	-1.2	84.8	968.1	2.1	2.2	8.2
2017-08-02	12.4	266.1	-3.5	76.4	971.5	0.4	1.0	13.3
2017-08-03	11.9	320.2	-0.5	92.1	971.7	1.7	6.6	7.8
2017-08-04	9.4	282.8	-1.8	80.9	977.3	0.8	3.1	12.6
2017-08-05	4.7	229.9	-6.3	70.9	988.2	0.3	1.4	16.0
2017-08-06	4.6	271.4	-3.2	79.9	1009.0	0.3	1.2	16.6
2017-08-07	5.2	304.3	-2.2	92.5	1021.3	0.2	0.9	17.0
2017-08-08	7.4	329.0	-1.6	90.5	1024.6	0.0	0.0	16.0
2017-08-09	9.7	5.8	1.8	87.2	1016.5	0.5	0.0	21.2
2017-08-10	9.7	349.2	0.9	93.9	1002.4	1.5	0.0	7.1
2017-08-11	4.1	313.3	-1.1	92.0	1002.0	0.0	0.0	33.8
2017-08-12	3.1	324.1	-1.5	92.1	994.5	0.0	0.0	15.1
2017-08-13	6.3	53.5	0.8	85.3	988.7	0.1	0.6	22.9
2017-08-14	10.7	103.9	-4.4	90.5	971.7	14.9	43.0	15.6
2017-08-15	6.9	121.3	-5.7	83.9	973.2	1.3	4.6	13.2
2017-08-16	5.9	97.4	-4.3	84.0	976.1	1.1	2.2	22.6
2017-08-17	10.8	88.6	-8.2	84.7	984.1	3.1	9.2	25.4
2017-08-18	5.5	84.7	-9.6	77.6	994.4	0.8	2.4	49.7
2017-08-19	3.6	96.3	-10.7	77.8	997.5	0.0	0.0	30.1
2017-08-20	4.8	88.1	-8.8	78.7	986.4	1.3	3.5	52.1
2017-08-21	14.2	94.1	-11.8	84.8	969.4	18.0	45.3	9.4
2017-08-22	16.1	93.1	-13.1	81.1	971.7	15.6	38.6	9.0
2017-08-23	12.7	85.6	-15.0	78.8	969.5	1.8	5.6	32.0
2017-08-24	8.3	356.2	-4.4	82.7	989.9	1.0	3.6	29.3
2017-08-25	5.6	127.1	-8.7	80.5	987.3	0.6	2.2	43.0
2017-08-26	10.8	278.9	-4.6	80.0	989.1	0.2	0.6	37.9
2017-08-27	11.4	249.8	-6.1	71.0	985.0	0.2	0.7	36.3
2017-08-28	6.2	99.6	-8.3	80.7	982.3	2.2	8.5	34.2
2017-08-29	7.0	247.2	-6.4	74.6	994.8	0.3	1.5	48.9
2017-08-30	7.7	301.0	-2.1	82.8	995.1	0.3	1.1	52.1
2017-08-31	10.4	317.2	-0.6	89.9	978.0	5.1	0.6	29.0
2017-09-01	9.2	335.6	-2.6	75.5	988.5	0.0	0.0	67.3
2017-09-02	7.7	331.0	-2.5	87.2	985.8	7.0	5.0	35.1
2017-09-03	9.2	340.0	-2.4	83.2	980.0	5.3	12.5	37.4
2017-09-04	9.5	290.5	-1.6	86.3	990.4	5.3	14.0	44.1
2017-09-05	12.4	329.8	-0.5	87.4	985.7	3.2	8.0	30.1
2017-09-06	12.6	346.2	-0.8	80.7	1000.0	0.0	0.0	60.6
2017-09-07	13.9	1.2	0.1	84.5	990.9	3.5	6.2	33.4
2017-09-08	9.9	330.3	-1.3	84.6	993.2	1.9	5.2	85.7
2017-09-09	14.7	332.0	-0.6	94.9	983.1	3.9	10.0	21.1
2017-09-10	11.0	330.9	-3.1	94.0	985.1	0.8	2.5	63.5
2017-09-11	13.0	280.4	-5.1	93.0	976.3	7.0	22.5	61.9
2017-09-12	9.0	206.7	-10.0	88.3	971.8	0.8	2.5	48.5
2017-09-13	9.7	239.0	-10.5	86.1	958.1	1.6	4.8	47.4
2017-09-14	8.8	228.4	-12.5	76.0	964.0	0.5	1.8	70.2
2017-09-15	8.3	111.3	-10.3	75.4	959.7	5.7	16.8	50.7
2017-09-16	10.5	138.7	-10.6	74.2	968.0	11.0	29.0	84.6
2017-09-17	14.3	326.0	-2.6	82.3	962.8	10.0	15.5	34.4
2017-09-18	13.8	249.5	-7.9	73.6	970.5	0.0	0.0	73.3
2017-09-19	9.7	288.7	-2.1	86.4	987.3	1.1	4.2	40.5
2017-09-20	10.0	320.6	-0.4	90.2	987.5	0.1	0.4	55.1
2017-09-21	8.9	288.4	-3.0	81.2	976.3	2.5	7.5	100.1
2017-09-22	12.5	299.6	-2.3	76.6	986.4	0.0	0.0	82.6
2017-09-23	12.4	322.1	0.2	94.2	980.1	13.3	32.2	51.0
2017-09-24	6.5	111.6	-0.6	91.3	975.0	16.2	38.0	49.3
2017-09-25	7.1	251.3	-2.0	81.2	977.0	1.5	3.5	122.8
2017-09-26	10.8	309.3	-0.7	86.9	976.0	0.3	1.1	61.7
2017-09-27	12.7	279.0	-3.5	76.7	972.4	4.0	5.4	78.4
2017-09-28	12.3	297.9	-0.6	87.6	972.5	3.3	6.7	65.3
2017-09-29	12.5	226.2	-5.7	75.9	985.2	0.4	1.1	83.2
2017-09-30	6.1	290.3	-4.2	76.4	1006.3	0.0	0.0	124.7
2017-10-01	11.9	331.2	-1.7	85.4	999.1	0.0	0.0	67.8
2017-10-02	8.3	359.3	-1.3	81.3	980.0	0.0	0.0	113.2
2017-10-03	5.7	358.3	-0.5	79.4	970.3	4.1	11.0	118.0
2017-10-04	5.3	353.5	-0.1	92.3	965.4	7.7	19.0	55.0
2017-10-05	6.0	22.7	2.5	80.5	966.0	3.0	0.0	85.9
2017-10-06	7.5	309.8	-0.9	86.1	969.1	1.8	6.6	113.4
2017-10-07	9.4	296.4	-1.4	78.8	969.6	0.0	0.0	94.0
2017-10-08	6.2	280.5	-2.4	74.0	976.8	0.0	0.0	107.5
2017-10-09	6.3	241.5	-3.8	72.8	986.2	0.5	2.0	74.1
2017-10-10	5.2	246.9	-4.4	73.7	998.2	0.5	2.0	92.2
2017-10-11	8.8	292.1	-1.7	84.4	986.2	3.9	12.4	86.0
2017-10-12	7.3	284.6	-2.1	77.4	984.2	0.0	0.0	133.8
2017-10-13	6.9	343.1	-1.1	93.2	963.5	5.7	17.0	73.2
2017-10-14	7.6	221.1	-3.5	77.9	962.6	0.6	2.4	155.0
2017-10-15	4.8	119.7	-3.5	67.7	977.7	0.0	0.0	194.5
2017-10-16	9.4	88.2	-3.9	84.6	980.6	7.6	21.4	66.6
2017-10-17	11.6	89.9	-4.6	87.0	980.5	12.5	31.3	80.9
2017-10-18	14.2	95.0	-6.7	86.4	987.2	19.5	50.0	93.0
2017-10-19	7.5	95.9	-7.3	77.6	996.5	1.5	5.5	138.3
2017-10-20	5.0	327.0	-5.4	71.1	1000.0	0.0	0.0	118.2
2017-10-21	9.1	330.6	-0.5	89.9	995.9	1.5	5.1	98.4
2017-10-22	10.4	1.9	2.0	85.6	985.2	1.2	0.9	97.6
2017-10-23	9.4	355.3	1.5	87.6	972.0	9.6	14.0	73.3
2017-10-24	7.0	347.9	0.8	87.1	976.8	3.8	13.5	122.8
2017-10-25	5.3	293.7	-1.4	88.8	988.3	2.2	6.6	110.9
2017-10-26	4.8	74.8	-4.6	77.1	998.7	6.4	19.0	103.8
2017-10-27	4.5	256.7	-2.4	72.7	1005.7	0.0	0.0	161.3
2017-10-28	8.2	283.2	-1.7	86.3	1004.8	0.0	0.0	86.4
2017-10-29	8.2	288.7	-1.2	81.7	1001.0	0.0	0.0	161.0
2017-10-30	10.0	272.5	-1.2	83.4	988.6	0.0	0.0	95.6
2017-10-31	9.0	239.8	-4.2	70.2	981.6	0.0	0.0	99.6
2017-11-01	5.5	284.6	-1.8	80.9	975.9	0.4	0.8	125.5
2017-11-02	5.1	204.1	-2.5	82.9	979.3	0.8	1.9	93.8
2017-11-03	6.9	115.9	-5.7	70.2	988.2	2.5	6.2	184.9
2017-11-04	3.8	219.8	-2.8	62.5	999.5	0.0	0.0	167.1
2017-11-05	4.1	283.4	-2.0	79.0	1005.1	0.0	0.0	137.9
2017-11-06	4.7	301.8	-0.2	90.3	1004.7	0.0	0.0	130.7
2017-11-07	7.1	317.7	0.2	94.0	1002.6	0.0	0.0	101.4
2017-11-08	6.9	316.2	1.0	89.9	1006.6	0.0	0.0	153.9
2017-11-09	12.2	324.3	1.4	92.8	1003.7	13.7	0.0	46.7
2017-11-10	5.8	302.3	-0.3	93.2	991.0	3.6	7.8	84.2
2017-11-11	7.4	269.7	-1.2	78.2	989.7	0.3	1.0	138.2
2017-11-12	7.1	311.4	-0.7	91.6	985.0	0.0	0.0	112.7
2017-11-13	5.1	286.7	-0.6	86.6	988.2	0.0	0.0	121.8
2017-11-14	6.3	317.6	0.3	93.1	990.6	0.0	0.0	140.6
2017-11-15	5.5	312.7	0.9	93.6	991.2	0.0	0.0	154.4
2017-11-16	6.3	350.4	3.0	82.6	991.0	0.0	0.0	146.0
2017-11-17	8.4	331.1	0.5	89.1	990.8	0.6	0.0	102.4
2017-11-18	6.1	2.2	0.4	83.6	981.6	3.5	0.3	215.0
2017-11-19	8.8	109.9	-1.5	80.6	983.4	17.1	40.0	132.2
2017-11-20	3.4	171.3	-0.1	71.4	986.0	0.0	0.0	275.6
2017-11-21	2.8	338.5	-0.7	76.1	988.2	0.0	0.0	198.2
2017-11-22	3.8	309.1	-1.4	80.1	986.7	0.0	0.0	160.5
2017-11-23	5.8	271.2	-1.0	77.6	978.1	0.5	1.9	167.1
2017-11-24	8.4	20.7	-1.0	80.7	961.2	2.3	8.1	137.6
2017-11-25	7.1	259.4	-0.9	72.0	967.1	0.2	0.8	226.0
2017-11-26	7.3	239.6	-1.4	67.9	971.9	0.0	0.0	217.7
2017-11-27	5.3	295.8	-0.5	80.3	976.8	0.1	0.4	156.6
2017-11-28	9.3	338.7	1.2	86.5	982.6	4.5	0.0	192.8
2017-11-29	13.0	317.0	2.0	85.3	983.3	6.3	0.0	247.9
2017-11-30	9.9	324.8	1.1	93.8	992.8	2.7	0.0	82.2
2017-12-01	9.5	318.8	0.9	92.5	991.0	2.3	0.0	91.9
2017-12-02	8.4	260.4	0.8	83.1	992.5	0.0	0.0	161.5
2017-12-03	6.4	305.6	0.9	86.5	998.0	0.0	0.0	107.7
2017-12-04	7.8	328.4	1.8	86.4	980.5	1.4	0.0	124.4
2017-12-05	5.9	302.5	0.3	95.0	977.7	0.3	0.3	135.7
2017-12-06	5.7	201.0	0.1	85.0	978.8	0.0	0.0	152.1
2017-12-07	5.8	279.6	0.6	84.6	984.6	0.0	0.0	189.0
2017-12-08	5.7	339.0	1.0	84.0	985.7	0.0	0.0	234.2
2017-12-09	7.4	347.4	2.2	86.1	981.3	3.7	0.0	162.1
2017-12-10	6.7	342.7	1.3	87.4	983.2	0.1	0.0	213.9
2017-12-11	6.3	112.0	1.3	86.8	971.3	1.3	0.4	153.4
2017-12-12	7.3	242.4	0.4	79.4	981.8	0.1	0.1	179.8
2017-12-13	2.3	256.7	1.1	77.8	979.1	0.2	0.1	193.1
2017-12-14	10.5	84.5	-0.6	84.0	972.5	0.0	0.0	95.3
2017-12-15	3.3	91.0	-1.2	76.8	975.1	1.4	0.5	
2017-12-16	3.1	319.7	-0.2	80.0	976.4	0.0	0.0	
2017-12-17	3.3	340.5	0.6	77.6	979.6	1.2	1.0	
2017-12-18	4.8	65.4	-0.0	73.4	978.5	0.0	0.0	92.8
2017-12-19	5.3	315.1	1.1	88.9	988.6	0.0	0.0	137.1
2017-12-20	10.5	12.1	5.2	79.7	979.6	0.4	0.0	165.4
2017-12-21	13.1	345.6	2.7	85.4	970.9	0.1	0.0	228.7
2017-12-22	8.0	332.5	1.6	90.7	978.1	0.3	0.0	141.3
2017-12-23	9.8	344.5	1.5	86.3	974.0	2.5	0.0	184.1
2017-12-24	9.7	312.7	1.1	89.1	961.4	0.0	0.0	165.8
2017-12-25	4.4	246.8	1.3	81.2	961.6	0.2	0.0	282.2
2017-12-26	5.1	258.4	1.5	77.9	975.0	0.0	0.0	321.5
2017-12-27	2.8	346.9	2.4	67.3	982.6	0.0	0.0	366.1
2017-12-28	4.5	17.1	2.9	80.9	976.9	0.0	0.0	184.0
2017-12-29	2.2	110.4	3.1	87.4	972.7	0.7	0.0	70.2
2017-12-30	6.7	93.4	1.6	86.3	978.4	0.1	0.0	236.7
2017-12-31	3.1	49.8	1.9	78.4	987.8	0.0	0.0	247.8
2018-01-01	5.7	300.9	1.3	79.9	990.7	0.0	0.0	200.5
2018-01-02	3.6	309.9	0.8	80.7	991.5	0.4	0.4	128.8
2018-01-03	5.0	58.1	0.3	80.5	990.3	0.7	0.0	75.7
2018-01-04	2.3	234.6	1.2	75.7	989.7	0.0	0.0	219.7
2018-01-05	2.2	304.9	0.6	82.7	994.5	0.5	0.0	95.6
2018-01-06	3.7	227.5	1.0	73.6	995.1	0.0	0.0	184.5
2018-01-07	5.6	281.3	1.2	77.6	995.9	0.0	0.0	217.0
2018-01-08	4.2	323.3	2.6	85.1	999.3	0.1	0.0	256.2
2018-01-09	7.1	9.3	3.6	81.2	987.3	2.6	0.0	62.2
2018-01-10	6.6	328.0	2.7	94.6	987.8	0.6	0.0	60.8
2018-01-11	6.5	310.1	2.3	93.9	985.2	0.3	0.0	147.9
2018-01-12	10.3	114.8	1.0	91.6	972.7	9.0	1.0	42.9
2018-01-13	5.3	254.8	1.1	86.4	973.9	0.1	0.2	173.1
2018-01-14	3.2	313.3	2.2	73.5	979.5	0.0	0.0	236.6
2018-01-15	7.3	315.3	1.4	83.4	985.3	0.0	0.0	138.2
2018-01-16	6.7	329.7	2.5	92.5	978.8	0.3	0.0	100.2
2018-01-17	3.8	355.5	2.1	90.8	981.1	0.3	0.0	132.1
2018-01-18	7.3	340.6	2.4	83.9	985.5	1.1	0.0	249.0
2018-01-19	5.9	315.7	2.8	90.4	978.4	0.2	0.0	150.0
2018-01-20	4.2	297.7	1.5	94.1	979.4	0.0	0.0	73.2
2018-01-21	5.0	334.8	2.5	91.5	972.7	3.2	0.0	87.9
2018-01-22	6.4	346.2	2.3	90.7	975.9	0.6	0.0	175.3
2018-01-23	4.9	301.2	1.9	89.9	986.9	0.1	0.0	151.5
2018-01-24	7.8	315.7	2.6	92.2	984.7	0.2	0.0	126.0
2018-01-25	7.2	289.9	2.6	92.7	985.4	0.4	0.0	87.0
2018-01-26	3.7	295.7	2.6	88.5	985.5	0.2	0.0	155.9
2018-01-27	6.9	351.5	3.1	82.4	988.9	1.0	0.0	
2018-01-28	6.1	353.2	4.7	86.1	982.8	0.3	0.0	
2018-01-29	6.3	66.9	3.4	86.4	980.2	0.6	0.0	81.1
2018-01-30	9.7	90.0	0.1	89.4	982.4	0.1	1.5	110.7
2018-01-31	7.8	141.3	0.9	85.3	984.5	1.0	1.0	210.9
2018-02-01	3.7	164.3	1.8	81.2	982.1	0.0	0.0	330.5
2018-02-02	8.4	323.8	3.1	87.5	972.9	2.0	0.0	169.5
2018-02-03	7.7	325.8	3.3	91.1	977.8	4.7	0.0	102.2
2018-02-04	5.0	312.6	2.5	94.9	977.1	3.0	0.0	64.1
2018-02-05	5.7	313.7	2.5	91.1	988.8	0.5	0.0	119.0
2018-02-06	12.1	341.6	3.6	92.7	981.3	4.2	0.0	41.3
2018-02-07	8.5	335.5	3.2	91.7	974.7	0.6	0.0	137.7
2018-02-08	8.0	4.3	3.1	89.3	976.6	4.5	2.0	112.0
2018-02-09	7.2	107.3	-0.1	93.4	989.8	0.4	1.0	154.2
2018-02-10	7.8	216.3	2.3	77.6	991.0	0.0	0.0	201.5
2018-02-11	5.9	278.1	1.9	85.2	987.9	0.0	0.0	121.5
2018-02-12	6.5	307.1	2.4	94.3	974.4	0.4	0.0	71.9
2018-02-13	10.0	312.1	3.0	91.2	972.0	1.2	0.0	101.7
2018-02-14	10.2	293.0	2.7	86.0	970.0	0.0	0.0	232.1
2018-02-15	6.1	314.4	3.4	85.4	987.6	0.1	0.0	157.6
2018-02-16	8.2	341.7	3.5	91.4	987.2	1.6	0.0	102.8
2018-02-17	5.3	278.7	2.4	91.8	987.7	0.8	0.0	100.3
2018-02-18	3.1	150.3	2.6	79.1	993.4	0.0	0.0	249.2
2018-02-19	3.4	268.4	1.8	79.0	998.5	0.0	0.0	113.6
2018-02-20	10.5	347.2	3.0	84.2	995.4	1.6	0.0	135.8
2018-02-21	11.8	358.2	5.6	83.8	990.2	0.4	0.0	143.0
2018-02-22	10.1	307.6	3.1	86.2	983.6	0.7	0.0	106.6
2018-02-23	9.5	329.5	3.3	96.0	991.2	4.1	0.0	115.8
2018-02-24	8.9	330.5	3.3	95.5	984.8	1.0	0.0	146.0
2018-02-25	6.9	319.3	2.6	94.0	986.2	0.3	0.0	133.5
2018-02-26	5.3	330.1	2.1	93.4	988.2	0.8	0.0	71.2
2018-02-27	3.9	292.6	1.2	87.9	993.7	0.0	0.0	83.1
2018-02-28	8.1	349.6	2.8	84.4	984.7	0.9	0.0	167.2
2018-03-01	5.0	57.1	1.3	88.8	974.0	1.3	1.0	121.7
2018-03-02	7.0	90.0	-0.7	87.6	978.2	0.3	0.0	103.1
2018-03-03	5.3	343.3	2.2	85.3	987.4	0.0	0.0	121.8
2018-03-04	5.9	343.8	3.5	91.5	989.0	4.6	0.0	94.2
2018-03-05	10.4	70.2	-0.7	90.5	981.3	3.7	2.0	66.3
2018-03-06	10.0	85.2	-5.2	87.3	979.5	0.1	0.0	94.8
2018-03-07	4.9	355.3	1.2	78.2	984.8	0.0	0.0	120.2
2018-03-08	2.9	301.9	1.4	86.6	988.7	0.0	0.0	103.6
2018-03-09	5.2	287.0	1.5	82.0	994.9	0.7	0.0	149.3
2018-03-10	6.8	319.2	2.2	87.7	995.8	0.0	0.0	164.9
2018-03-11	6.4	352.3	2.8	91.7	994.8	1.3	0.0	68.5
2018-03-12	8.8	10.5	4.7	85.4	982.1	6.3	0.0	59.1
2018-03-13	8.2	359.5	3.9	86.1	981.5	1.1	0.0	92.7
2018-03-14	9.7	64.1	2.6	88.8	979.7	12.0	3.0	31.5
2018-03-15	7.6	63.6	-0.4	90.7	978.7	1.4	1.0	63.8
2018-03-16	5.2	303.2	-0.3	80.7	978.8	0.5	3.0	66.6
2018-03-17	8.5	67.6	-3.1	81.7	978.5	0.5	1.0	63.3
2018-03-18	7.9	47.7	-5.9	74.0	984.8	0.0	0.0	152.3
2018-03-19	10.6	231.0	-0.5	72.7	975.9	0.0	0.0	78.8
2018-03-20	9.4	261.9	0.8	78.3	979.7	0.9	0.0	71.3
2018-03-21	11.7	331.5	2.6	92.9	971.2	2.0	0.0	43.9
2018-03-22	7.4	338.4	3.2	84.5	969.4	0.8	0.0	76.7
2018-03-23	8.3	325.6	3.0	84.7	980.2	5.2	0.0	138.7
2018-03-24	11.1	311.3	1.9	86.2	993.4	9.7	0.0	73.7
2018-03-25	12.9	334.6	3.3	89.9	982.3	7.2	0.0	49.4
2018-03-26	14.1	342.7	3.7	89.2	978.9	21.1	0.0	23.6
2018-03-27	15.8	317.2	2.4	83.1	973.2	2.7	0.0	32.7
2018-03-28	12.2	348.5	3.0	88.2	979.3	10.3	0.0	38.7
2018-03-29	8.6	328.4	2.0	90.4	982.7	1.1	0.0	65.5
2018-03-30	8.0	357.0	3.4	87.4	981.8	7.3	0.0	38.2
2018-03-31	3.9	349.3	2.3	90.7	984.8	1.2	0.0	62.8
2018-04-01	8.4	293.0	1.6	85.0	987.7	0.3	0.0	58.6
2018-04-02	8.7	343.7	2.0	84.1	987.5	1.3	0.0	96.5
2018-04-03	7.5	271.7	1.2	84.2	983.5	0.1	0.0	64.4
2018-04-04	8.7	311.9	1.7	87.9	990.8	0.0	0.0	78.0
2018-04-05	4.8	6.9	0.4	79.2	986.7	0.0	0.0	76.0
2018-04-06	7.9	96.3	-3.0	91.1	985.9	2.3	10.0	64.3
2018-04-07	5.2	80.2	-4.3	72.1	998.5	0.0	0.0	107.2
2018-04-08	4.5	18.7	-3.3	69.3	1000.2	0.0	0.0	97.1
2018-04-09	7.7	48.1	1.1	82.9	985.7	1.1	2.0	38.0
2018-04-10	14.8	90.7	-2.8	94.4	981.5	6.8	7.0	35.3
2018-04-11	15.3	105.0	-3.3	94.1	977.7	7.5	7.0	20.3
2018-04-12	7.8	122.0	-2.3	93.2	990.3	0.1	7.0	47.4
2018-04-13	9.7	338.5	1.7	86.3	999.4	5.9	0.0	45.3
2018-04-14	9.4	336.0	3.8	94.2	997.2	6.0	0.0	25.6
2018-04-15	10.5	335.3	3.1	88.0	988.4	11.9	0.0	14.8
2018-04-16	7.8	290.7	1.0	87.6	993.2	0.1	0.0	59.6
2018-04-17	8.6	340.5	1.3	89.4	986.3	0.4	0.0	52.0
2018-04-18	9.4	356.4	2.0	83.1	984.4	8.3	0.0	70.6
2018-04-19	7.1	346.2	2.1	85.6	980.4	0.0	0.0	55.0
2018-04-20	5.3	18.9	0.8	89.2	982.3	1.0	0.0	36.5
2018-04-21	5.3	52.2	0.2	92.3	980.3	0.1	0.0	26.0
2018-04-22	9.2	98.6	-3.7	88.8	974.4	2.7	2.0	23.9
2018-04-23	6.1	238.5	-0.3	85.3	982.9	0.9	5.0	40.2
2018-04-24	6.3	66.5	-2.6	83.2	995.5	0.1	1.0	34.3
2018-04-25	4.4	52.8	-4.9	81.7	998.8	0.0	0.0	36.8
2018-04-26	8.3	255.8	-0.9	78.4	998.1	0.0	0.0	24.1
2018-04-27	6.8	242.7	-0.4	78.9	991.4	0.0	0.0	28.0
2018-04-28	8.1	303.8	-0.2	89.5	982.8	0.9	2.0	17.7
2018-04-29	5.9	37.5	-4.0	83.4	990.3	0.0	0.0	27.6
2018-04-30	10.1	324.0	0.7	93.0	989.4	1.0	0.0	20.5
2018-05-01	9.9	294.6	0.9	80.9	986.7	3.2	0.0	37.9
2018-05-02	12.2	328.9	1.7	87.4	980.0	9.7	0.0	15.7
2018-05-03	10.9	291.0	-0.8	76.3	975.8	1.5	0.0	28.2
2018-05-04	6.5	255.6	-2.1	77.1	975.9	0.2	3.0	32.1
2018-05-05	11.0	242.1	-1.1	85.1	972.5	0.2	1.0	19.4
2018-05-06	9.2	262.9	-1.8	73.9	992.8	0.0	0.0	15.2
2018-05-07	9.6	260.7	-0.7	79.4	986.1	0.0	0.0	20.4
2018-05-08	8.2	93.6	-5.2	72.4	982.2	0.0	0.0	12.3
2018-05-09	3.4	49.2	-5.7	75.0	985.0	0.0	0.0	21.1
2018-05-10	7.5	212.3	-4.5	75.4	994.5	0.3	3.0	32.4
2018-05-11	6.5	224.3	-0.6	80.5	998.2	0.3	1.0	21.8
2018-05-12	4.7	210.7	-0.7	82.8	997.3	0.0	0.0	17.1
2018-05-13	4.8	306.8	-1.3	84.5	998.5	0.0	0.0	15.8
2018-05-14	7.3	213.3	-0.8	80.8	994.7	0.0	0.0	16.1
2018-05-15	5.2	196.9	-1.5	76.5	1000.3	0.0	0.0	22.6
2018-05-16	6.8	139.8	-5.7	63.8	1007.3	0.0	0.0	26.6
2018-05-17	4.6	268.1	-3.0	72.5	1011.9	0.0	0.0	13.7
2018-05-18	6.9	275.1	-0.6	87.6	1010.7	0.0	0.0	12.6
2018-05-19	10.8	347.9	1.4	90.0	1003.5	4.3	0.0	15.0
2018-05-20	4.8	349.5	2.4	87.8	993.1	1.1	0.0	28.3
2018-05-21	7.2	335.4	0.0	94.4	990.1	0.3	0.0	11.9
2018-05-22	5.7	298.6	-0.7	95.2	989.8	0.0	0.0	14.2
2018-05-23	8.5	281.9	-1.5	81.4	993.0	0.0	0.0	11.7
2018-05-24	10.3	272.3	-2.1	79.0	984.7	0.3	3.0	10.8
2018-05-25	6.1	239.8	-3.4	72.1	989.6	0.1	1.0	10.2
2018-05-26	3.8	69.9	-5.7	74.8	982.5	0.0	0.0	22.8
2018-05-27	6.8	37.3	-6.4	75.7	981.3	0.0	0.0	8.4
2018-05-28	13.9	344.9	-0.5	88.9	976.1	0.3	3.0	7.3
2018-05-29	10.9	300.6	-1.3	79.2	976.1	0.3	3.0	13.0
2018-05-30	7.9	280.4	-1.7	82.0	978.7	0.4	2.0	10.5
2018-05-31	12.7	255.1	-1.5	78.4	977.8	0.6	3.0	10.2
2018-06-01	7.2	218.4	-3.9	68.5	992.5	0.0	0.0	9.3
2018-06-02	8.0	11.0	-3.1	79.7	997.5	0.0	0.0	8.6
2018-06-03	7.6	310.7	-0.0	93.4	997.7	0.0	0.0	12.1
2018-06-04	11.2	318.4	0.7	94.3	992.3	0.2	0.0	11.8
